experiment,selected_model,feature_count,threshold,validation_precision,validation_recall,validation_f1,validation_pr_auc,validation_roc_auc,validation_brier,test_precision,test_recall,test_f1,test_pr_auc,test_roc_auc,test_brier,test_precision_delta_vs_parking_only,test_recall_delta_vs_parking_only,test_f1_delta_vs_parking_only,test_pr_auc_delta_vs_parking_only,test_roc_auc_delta_vs_parking_only,test_brier_delta_vs_parking_only
parking_only,random_forest,12,0.20999999999999996,0.6571428571428571,0.7752808988764045,0.711340206185567,0.7896989492688841,0.9930491819711003,0.010991677925424891,0.6666666666666666,0.6857142857142857,0.676056338028169,0.7740853038804862,0.9928040660082993,0.0072335623120045305,0.0,0.0,0.0,0.0,0.0,0.0
parking_plus_traffic,random_forest,20,0.15999999999999998,0.5954198473282443,0.8764044943820225,0.7090909090909091,0.7688700198535543,0.9928612373646407,0.011405605971664314,0.5698924731182796,0.7571428571428571,0.6503067484662577,0.7551351308579999,0.9928941358123974,0.007576442495318575,-0.09677419354838701,0.0714285714285714,-0.025749589561911312,-0.01895017302248636,9.006980409809184e-05,0.00034288018331404477
