threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,brier
0.24999999999999992,0.98449401523395,0.6777777777777778,0.6853932584269663,0.6815642458100558,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.2599999999999999,0.98449401523395,0.6818181818181818,0.6741573033707865,0.6779661016949152,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.2699999999999999,0.985310119695321,0.7108433734939759,0.6629213483146067,0.686046511627907,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.2799999999999999,0.985310119695321,0.7108433734939759,0.6629213483146067,0.686046511627907,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.2899999999999999,0.984766050054407,0.7037037037037037,0.6404494382022472,0.6705882352941176,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.29999999999999993,0.985310119695321,0.7215189873417721,0.6404494382022472,0.6785714285714286,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.30999999999999994,0.985582154515778,0.7368421052631579,0.6292134831460674,0.6787878787878788,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3199999999999999,0.985854189336235,0.7534246575342466,0.6179775280898876,0.6790123456790124,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.32999999999999985,0.985582154515778,0.75,0.6067415730337079,0.6708074534161491,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.33999999999999986,0.986126224156692,0.7714285714285715,0.6067415730337079,0.6792452830188679,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.34999999999999987,0.9863982589771491,0.7910447761194029,0.5955056179775281,0.6794871794871795,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3599999999999999,0.9863982589771491,0.7910447761194029,0.5955056179775281,0.6794871794871795,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3699999999999999,0.986126224156692,0.796875,0.5730337078651685,0.6666666666666666,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3799999999999999,0.986126224156692,0.796875,0.5730337078651685,0.6666666666666666,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3899999999999999,0.985854189336235,0.7936507936507936,0.5617977528089888,0.6578947368421053,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.3999999999999998,0.985582154515778,0.7903225806451613,0.550561797752809,0.6490066225165563,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.4099999999999998,0.985038084874864,0.7833333333333333,0.5280898876404494,0.6308724832214765,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.4199999999999998,0.985310119695321,0.7966101694915254,0.5280898876404494,0.6351351351351351,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.4299999999999998,0.985582154515778,0.8103448275862069,0.5280898876404494,0.6394557823129252,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.43999999999999984,0.985854189336235,0.8245614035087719,0.5280898876404494,0.6438356164383562,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.44999999999999984,0.986126224156692,0.8518518518518519,0.5168539325842697,0.6433566433566433,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.45999999999999985,0.9863982589771491,0.8679245283018868,0.5168539325842697,0.647887323943662,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.46999999999999986,0.9866702937976061,0.8846153846153846,0.5168539325842697,0.6524822695035462,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.47999999999999976,0.9866702937976061,0.8846153846153846,0.5168539325842697,0.6524822695035462,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.48999999999999977,0.9866702937976061,0.9,0.5056179775280899,0.6474820143884892,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.4999999999999998,0.9866702937976061,0.9,0.5056179775280899,0.6474820143884892,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5099999999999998,0.9863982589771491,0.8979591836734694,0.4943820224719101,0.6376811594202898,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5199999999999998,0.985854189336235,0.8936170212765957,0.47191011235955055,0.6176470588235294,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5299999999999998,0.985582154515778,0.8913043478260869,0.4606741573033708,0.6074074074074074,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5399999999999998,0.985038084874864,0.8863636363636364,0.43820224719101125,0.5864661654135338,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5499999999999998,0.984766050054407,0.8837209302325582,0.42696629213483145,0.5757575757575758,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5599999999999997,0.98449401523395,0.8809523809523809,0.4157303370786517,0.5648854961832062,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5699999999999997,0.983949945593036,0.875,0.39325842696629215,0.5426356589147286,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5799999999999997,0.983949945593036,0.875,0.39325842696629215,0.5426356589147286,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5899999999999997,0.983949945593036,0.875,0.39325842696629215,0.5426356589147286,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.5999999999999998,0.9834058759521219,0.868421052631579,0.3707865168539326,0.5196850393700787,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6099999999999998,0.9836779107725789,0.8918918918918919,0.3707865168539326,0.5238095238095238,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6199999999999998,0.983949945593036,0.9166666666666666,0.3707865168539326,0.528,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6299999999999997,0.983949945593036,0.9166666666666666,0.3707865168539326,0.528,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6399999999999997,0.983949945593036,0.9166666666666666,0.3707865168539326,0.528,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6499999999999997,0.9836779107725789,0.9142857142857143,0.3595505617977528,0.5161290322580645,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6599999999999997,0.9836779107725789,0.9393939393939394,0.34831460674157305,0.5081967213114754,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6699999999999997,0.9831338411316648,0.9354838709677419,0.3258426966292135,0.48333333333333334,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6799999999999997,0.9831338411316648,0.9354838709677419,0.3258426966292135,0.48333333333333334,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6899999999999997,0.9828618063112078,0.9333333333333333,0.3146067415730337,0.47058823529411764,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.6999999999999996,0.9825897714907508,0.9310344827586207,0.30337078651685395,0.4576271186440678,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7099999999999996,0.9823177366702938,0.9285714285714286,0.29213483146067415,0.4444444444444444,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7199999999999996,0.9823177366702938,0.9285714285714286,0.29213483146067415,0.4444444444444444,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7299999999999996,0.9817736670293797,0.9230769230769231,0.2696629213483146,0.41739130434782606,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7399999999999997,0.9812295973884657,0.9166666666666666,0.24719101123595505,0.3893805309734513,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7499999999999997,0.9812295973884657,0.9166666666666666,0.24719101123595505,0.3893805309734513,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7599999999999997,0.9812295973884657,0.9166666666666666,0.24719101123595505,0.3893805309734513,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7699999999999997,0.9809575625680087,0.9130434782608695,0.23595505617977527,0.375,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7799999999999997,0.9804134929270947,0.9047619047619048,0.21348314606741572,0.34545454545454546,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7899999999999996,0.9804134929270947,0.9047619047619048,0.21348314606741572,0.34545454545454546,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.7999999999999996,0.9798694232861807,0.8947368421052632,0.19101123595505617,0.3148148148148148,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8099999999999996,0.9795973884657236,0.8888888888888888,0.1797752808988764,0.29906542056074764,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8199999999999996,0.9795973884657236,0.9375,0.16853932584269662,0.2857142857142857,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8299999999999996,0.9795973884657236,0.9375,0.16853932584269662,0.2857142857142857,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8399999999999996,0.9793253536452666,0.9333333333333333,0.15730337078651685,0.2692307692307692,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8499999999999996,0.9793253536452666,0.9333333333333333,0.15730337078651685,0.2692307692307692,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8599999999999995,0.9795973884657236,1.0,0.15730337078651685,0.27184466019417475,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8699999999999996,0.9793253536452666,1.0,0.14606741573033707,0.2549019607843137,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8799999999999996,0.9790533188248096,1.0,0.1348314606741573,0.2376237623762376,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8899999999999996,0.9790533188248096,1.0,0.1348314606741573,0.2376237623762376,0.9929176207465785,0.7852872234538903,0.010656221461213361
0.8999999999999996,0.9787812840043526,1.0,0.12359550561797752,0.22,0.9929176207465785,0.7852872234538903,0.010656221461213361
