candidate_id,family,config,threshold,rows,positive_rows,prevalence,precision,recall,f1,pr_auc,roc_auc,brier,tn,fp,fn,tp,is_selected_threshold
logistic_default,logistic_regression,class_weight=None,0.93,484,76,0.15702479338842976,0.9166666666666666,0.14473684210526316,0.25,0.7507669750470208,0.9307275541795665,0.07046530779424537,407,1,65,11,False
logistic_default,logistic_regression,class_weight=None,0.94,484,76,0.15702479338842976,0.9166666666666666,0.14473684210526316,0.25,0.7507669750470208,0.9307275541795665,0.07046530779424537,407,1,65,11,False
logistic_default,logistic_regression,class_weight=None,0.95,484,76,0.15702479338842976,1.0,0.13157894736842105,0.23255813953488372,0.7507669750470208,0.9307275541795665,0.07046530779424537,408,0,66,10,False
logistic_balanced,logistic_regression,class_weight=balanced,0.05,484,76,0.15702479338842976,0.24918032786885247,1.0,0.3989501312335958,0.7433236489223195,0.9274703302373581,0.10028023163396829,179,229,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.06,484,76,0.15702479338842976,0.2611683848797251,1.0,0.4141689373297003,0.7433236489223195,0.9274703302373581,0.10028023163396829,193,215,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.07,484,76,0.15702479338842976,0.2704626334519573,1.0,0.4257703081232493,0.7433236489223195,0.9274703302373581,0.10028023163396829,203,205,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.08,484,76,0.15702479338842976,0.2814814814814815,1.0,0.4393063583815029,0.7433236489223195,0.9274703302373581,0.10028023163396829,214,194,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.09,484,76,0.15702479338842976,0.2900763358778626,1.0,0.44970414201183434,0.7433236489223195,0.9274703302373581,0.10028023163396829,222,186,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.1,484,76,0.15702479338842976,0.29457364341085274,1.0,0.4550898203592814,0.7433236489223195,0.9274703302373581,0.10028023163396829,226,182,0,76,False
logistic_balanced,logistic_regression,class_weight=balanced,0.11,484,76,0.15702479338842976,0.29880478087649404,0.9868421052631579,0.45871559633027525,0.7433236489223195,0.9274703302373581,0.10028023163396829,232,176,1,75,False
logistic_balanced,logistic_regression,class_weight=balanced,0.12,484,76,0.15702479338842976,0.3138075313807531,0.9868421052631579,0.47619047619047616,0.7433236489223195,0.9274703302373581,0.10028023163396829,244,164,1,75,False
logistic_balanced,logistic_regression,class_weight=balanced,0.13,484,76,0.15702479338842976,0.3217391304347826,0.9736842105263158,0.48366013071895425,0.7433236489223195,0.9274703302373581,0.10028023163396829,252,156,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.14,484,76,0.15702479338842976,0.33183856502242154,0.9736842105263158,0.49498327759197325,0.7433236489223195,0.9274703302373581,0.10028023163396829,259,149,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.15,484,76,0.15702479338842976,0.34101382488479265,0.9736842105263158,0.5051194539249146,0.7433236489223195,0.9274703302373581,0.10028023163396829,265,143,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.16,484,76,0.15702479338842976,0.3490566037735849,0.9736842105263158,0.5138888888888888,0.7433236489223195,0.9274703302373581,0.10028023163396829,270,138,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.17,484,76,0.15702479338842976,0.357487922705314,0.9736842105263158,0.5229681978798587,0.7433236489223195,0.9274703302373581,0.10028023163396829,275,133,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.18,484,76,0.15702479338842976,0.3645320197044335,0.9736842105263158,0.5304659498207885,0.7433236489223195,0.9274703302373581,0.10028023163396829,279,129,2,74,False
logistic_balanced,logistic_regression,class_weight=balanced,0.19,484,76,0.15702479338842976,0.36683417085427134,0.9605263157894737,0.5309090909090909,0.7433236489223195,0.9274703302373581,0.10028023163396829,282,126,3,73,False
