candidate_id,family,feature_set,fold,train_end,validation_end,train_rows,validation_rows,validation_positives,fit_seconds,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,brier
rf_positive_4_leaf4_depth12,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,11.60910299999523,0.34999999999999987,0.9828618063112078,0.6048387096774194,0.8426966292134831,0.704225352112676,0.9922222257026778,0.7638817852575596,0.010589774795597093
catboost_none,catboost,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,11.901127999997698,0.23999999999999994,0.9944661458333334,0.7450980392156863,0.9047619047619048,0.8172043010752689,0.9972811566870973,0.8252113014927357,0.004991697828837484
catboost_none,catboost,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,7.096529500006,0.19999999999999996,0.9905245346869712,0.74,0.7115384615384616,0.7254901960784313,0.9874665465433636,0.7862743366679211,0.008840756255114185
catboost_none,catboost,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,22.5128446000017,0.21999999999999995,0.9866702937976061,0.7083333333333334,0.7640449438202247,0.7351351351351352,0.9930460495609928,0.8172830191021366,0.00997603718748445
catboost_positive_2,catboost,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,9.204610000000685,0.3799999999999999,0.9934895833333334,0.72,0.8571428571428571,0.782608695652174,0.996958981612447,0.8198208837550056,0.005273958068454523
catboost_positive_2,catboost,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,14.456156500003999,0.19999999999999996,0.9905245346869712,0.7068965517241379,0.7884615384615384,0.7454545454545455,0.9913087257214022,0.7956289248232106,0.007302765526696339
catboost_positive_2,catboost,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,6.79736050000065,0.43999999999999984,0.9874863982589771,0.7721518987341772,0.6853932584269663,0.7261904761904762,0.9930773736620693,0.8042873987742652,0.01975276196840592
catboost_positive_4,catboost,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,12.664805499996874,0.6599999999999997,0.9947916666666666,0.7954545454545454,0.8333333333333334,0.813953488372093,0.9969825553983971,0.822116311851027,0.005615354713789648
catboost_positive_4,catboost,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,6.792748899999424,0.4199999999999998,0.9908629441624366,0.7551020408163265,0.7115384615384616,0.7326732673267327,0.9873870531810593,0.805323015732026,0.011595088210193836
catboost_positive_4,catboost,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,11.438840599992545,0.46999999999999986,0.985854189336235,0.6728971962616822,0.8089887640449438,0.7346938775510204,0.9931556839147608,0.8065596739958459,0.010004889364608478
catboost_positive_8,catboost,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,11.36835560000327,0.6699999999999997,0.994140625,0.7307692307692307,0.9047619047619048,0.8085106382978723,0.996864686468647,0.8043455030200635,0.006997642862269384
catboost_positive_8,catboost,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,8.575515400007134,0.5799999999999997,0.9912013536379018,0.7708333333333334,0.7115384615384616,0.74,0.9888510559368293,0.8104647553967346,0.00881611191152359
catboost_positive_8,catboost,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,8.757616600007168,0.6599999999999997,0.9869423286180631,0.7303370786516854,0.7303370786516854,0.7303370786516854,0.9927547354209802,0.7851919693265804,0.012225235207463419
catboost_auto_balanced,catboost,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,16.43694859999232,0.8699999999999996,0.9925130208333334,0.6666666666666666,0.9047619047619048,0.7676767676767676,0.9968646864686469,0.8013983220706175,0.011158119822780012
catboost_auto_balanced,catboost,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,13.723795999991125,0.8399999999999996,0.9895093062605753,0.7058823529411765,0.6923076923076923,0.6990291262135923,0.9905402898857946,0.7797927162344792,0.010841180244558903
catboost_auto_balanced,catboost,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,17.220576100007747,0.8499999999999996,0.985310119695321,0.6548672566371682,0.8314606741573034,0.7326732673267327,0.9936913260431709,0.803986401205226,0.01776776265561751
