candidate_id,family,feature_set,fold,train_end,validation_end,train_rows,validation_rows,validation_positives,fit_seconds,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,brier
rf_positive_2_leaf4_depthnone,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,8.04658219999692,0.44999999999999984,0.9934895833333334,0.75,0.7857142857142857,0.7674418604651163,0.9962439101052962,0.755396110905935,0.00556857657562584
rf_positive_2_leaf4_depthnone,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,9.653510599993751,0.4099999999999998,0.990186125211506,0.7804878048780488,0.6153846153846154,0.6881720430107527,0.9818092689260447,0.7545848779175283,0.007998501317849857
rf_positive_2_leaf4_depthnone,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,12.376143400004366,0.3799999999999999,0.985582154515778,0.7142857142857143,0.6741573033707865,0.6936416184971098,0.9920843996579409,0.7783291539412364,0.010310218803748166
rf_positive_2_leaf4_depth12,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,8.091681000005337,0.44999999999999984,0.9934895833333334,0.75,0.7857142857142857,0.7674418604651163,0.9962831997485463,0.756872508795054,0.00556141914216061
rf_positive_2_leaf4_depth12,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,9.933971499995096,0.4099999999999998,0.990186125211506,0.7804878048780488,0.6153846153846154,0.6881720430107527,0.9810342086435783,0.748647584974797,0.008019039303830258
rf_positive_2_leaf4_depth12,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,11.97084989999712,0.22999999999999995,0.9812295973884657,0.5746268656716418,0.8651685393258427,0.6905829596412556,0.991990427354711,0.7778220964588981,0.010324747168876141
rf_positive_4_leaf1_depthnone,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,6.886867699999129,0.4199999999999998,0.994140625,0.7608695652173914,0.8333333333333334,0.7954545454545454,0.9965818010372466,0.749123381029174,0.005398098958333333
rf_positive_4_leaf1_depthnone,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,8.405826199988951,0.3799999999999999,0.9905245346869712,0.8,0.6153846153846154,0.6956521739130435,0.9919380481729775,0.7657190411809695,0.00780767918781726
rf_positive_4_leaf1_depthnone,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,10.700602199998684,0.3599999999999999,0.985038084874864,0.6770833333333334,0.7303370786516854,0.7027027027027027,0.9924759509213985,0.7728785782800051,0.01030061915125136
rf_positive_4_leaf1_depth12,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,7.205713000003016,0.3999999999999998,0.9938151041666666,0.7346938775510204,0.8571428571428571,0.7912087912087912,0.9965503693226465,0.7450935917867166,0.0054304309982045745
rf_positive_4_leaf1_depth12,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,9.184582200003206,0.4199999999999998,0.990186125211506,0.7948717948717948,0.5961538461538461,0.6813186813186813,0.9921665915896022,0.7661542718146835,0.007781416093612948
rf_positive_4_leaf1_depth12,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,12.399718999993638,0.2899999999999999,0.9834058759521219,0.6228070175438597,0.797752808988764,0.6995073891625616,0.9923945082585992,0.7724361784409132,0.010268599260250904
rf_positive_4_leaf2_depthnone,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,7.553389699998661,0.4999999999999998,0.9944661458333334,0.7777777777777778,0.8333333333333334,0.8045977011494253,0.9967546754675468,0.7657629258841937,0.005550777288914888
rf_positive_4_leaf2_depthnone,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,10.297551199997542,0.47999999999999976,0.9908629441624366,0.8571428571428571,0.5769230769230769,0.6896551724137931,0.9907092132806911,0.7680498424821549,0.0077350687892237535
rf_positive_4_leaf2_depthnone,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,12.989640700005111,0.3199999999999999,0.9834058759521219,0.6186440677966102,0.8202247191011236,0.7053140096618358,0.9922065636521396,0.7710894578989139,0.010285758448712146
rf_positive_4_leaf2_depth12,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,7.224464400002034,0.5099999999999998,0.9944661458333334,0.7906976744186046,0.8095238095238095,0.8,0.9966839541096968,0.7628607177184393,0.005592347052573152
rf_positive_4_leaf2_depth12,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,10.044925300011528,0.47999999999999976,0.9908629441624366,0.8571428571428571,0.5769230769230769,0.6896551724137931,0.9902918731285938,0.76782983155524,0.007728256546556692
rf_positive_4_leaf2_depth12,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,11.636222999994061,0.2899999999999999,0.9823177366702938,0.5952380952380952,0.8426966292134831,0.6976744186046512,0.9921157237590175,0.7684355450785884,0.01038533814370376
rf_positive_4_leaf4_depthnone,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,7.206091100000776,0.5599999999999997,0.994140625,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9964167845355965,0.763740591517954,0.00591230687499526
rf_positive_4_leaf4_depthnone,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,8.95044690000941,0.5299999999999998,0.9908629441624366,0.8571428571428571,0.5769230769230769,0.6896551724137931,0.9820278756723814,0.7666389415575425,0.007733856527290495
rf_positive_4_leaf4_depthnone,random_forest,dynamics_history,3,2016-11-27 09:02:19,2016-12-08 12:25:24,21593,3676,89,11.184261299989885,0.34999999999999987,0.9831338411316648,0.6115702479338843,0.8314606741573034,0.7047619047619048,0.9922786090846158,0.766132968653041,0.01052128082468274
rf_positive_4_leaf4_depth12,random_forest,dynamics_history,1,2016-11-12 10:00:25,2016-11-19 13:31:17,15518,3072,42,7.226016100001289,0.5599999999999997,0.994140625,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9963853528209964,0.7635270052174935,0.005939656172145885
rf_positive_4_leaf4_depth12,random_forest,dynamics_history,2,2016-11-19 13:31:17,2016-11-27 09:02:19,18616,2955,52,8.863992400001734,0.5399999999999998,0.9908629441624366,0.8571428571428571,0.5769230769230769,0.6896551724137931,0.9895201250695567,0.7660454451310712,0.007748364037018314
