candidate_id,family,feature_set,is_new,params,mean_precision,mean_recall,mean_f1,mean_pr_auc,mean_roc_auc,mean_brier,mean_fit_seconds,selection_score
feature_probe_dynamics_history,random_forest,dynamics_history,True,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.7409497882955559,0.7362500171488936,0.7286398340615209,0.7701284670140045,0.9902941923886174,0.008120744582200924,7.877058233333325,0.7493841505377627
feature_probe_existing,random_forest,existing,False,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.7360518334711884,0.7187204181586204,0.7268388837016287,0.7642085238879374,0.9928295097315677,0.008548321780797266,4.49740073334154,0.745523703794783
feature_probe_distance_changes,random_forest,distance_changes,True,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.7165999109924344,0.7375876308460579,0.7195868313880736,0.7586134761122665,0.9901014830136395,0.008353203453542164,5.252608000000085,0.73910015375017
feature_probe_dynamics,random_forest,dynamics,True,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.7768396914738379,0.6710533536376233,0.7192480828863976,0.756958891789432,0.9898852715561931,0.008229046165154569,7.4019342999963555,0.7381034873379149
